damageStats_blue,goldPerSecond_blue,jungleMinionsKilled_blue,level_blue,minionsKilled_blue,totalGold_blue,xp_blue,kill_blue,death_blue,assi_blue,tower_blue,tower_shield_blue,win_blue,damageStats_red,goldPerSecond_red,jungleMinionsKilled_red,level_red,minionsKilled_red,totalGold_red,xp_red,kill_red,death_red,assi_red,tower_red,tower_shield_red,win_red,dragon_blue,junr_blue,dragon_red,junr_red
29627,30,71,48,344,26252,31561,14.0,6.0,17.0,,4.0,1.0,29265,30,84,45,323,24548,27701,6.0,14.0,9.0,,2.0,0.0,1.0,,1.0,
26782,30,92,49,351,28656,31406,12.0,11.0,10.0,1.0,10.0,1.0,29611,30,96,46,291,24752,28769,10.0,12.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
28535,20,80,45,367,33484,29401,20.0,8.0,20.0,9.0,15.0,1.0,17094,0,4,37,179,20001,18992,8.0,20.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
23706,30,80,46,343,25269,29084,10.0,8.0,17.0,0.0,3.0,1.0,23466,30,90,44,309,25248,27272,8.0,10.0,12.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0
22342,30,76,45,308,22531,27716,7.0,12.0,6.0,0.0,4.0,0.0,29273,30,93,47,371,29534,30807,12.0,7.0,24.0,2.0,10.0,1.0,1.0,0.0,1.0,1.0
21282,30,63,43,339,25270,26677,7.0,14.0,7.0,1.0,7.0,0.0,26565,30,96,50,399,30349,32927,14.0,7.0,12.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0
14084,30,63,40,280,20464,22923,4.0,14.0,2.0,0.0,1.0,0.0,24729,30,95,50,400,34324,33109,14.0,4.0,16.0,5.0,15.0,1.0,,0.0,,1.0
26990,30,75,46,357,29409,29387,14.0,14.0,22.0,1.0,8.0,0.0,22626,30,91,49,362,29752,31147,14.0,14.0,12.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0
27212,30,79,44,287,24218,26467,8.0,23.0,11.0,,1.0,0.0,40625,30,83,48,341,33012,32342,23.0,8.0,43.0,,8.0,1.0,0.0,1.0,1.0,0.0
25477,30,80,47,378,33317,31460,13.0,5.0,11.0,7.0,15.0,1.0,18552,30,72,38,257,20438,22037,5.0,13.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
32110,30,92,49,321,33518,32434,18.0,8.0,19.0,1.0,10.0,1.0,27218,30,72,43,301,23360,24988,8.0,18.0,11.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
33371,30,92,49,436,30513,33259,12.0,5.0,14.0,1.0,11.0,1.0,24801,30,70,44,294,23270,27084,5.0,12.0,3.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0
28929,30,63,46,356,27076,27854,15.0,13.0,15.0,0.0,6.0,0.0,34143,30,94,48,352,30820,31238,13.0,15.0,16.0,2.0,11.0,1.0,1.0,0.0,0.0,1.0
28247,30,83,48,368,30159,32417,14.0,6.0,17.0,1.0,7.0,1.0,26600,30,96,46,323,23794,28781,6.0,14.0,10.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0
30555,30,101,47,385,32979,31491,16.0,6.0,18.0,2.0,11.0,1.0,17982,30,56,43,339,22585,26505,6.0,16.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
25079,30,86,47,369,27580,30644,10.0,7.0,12.0,1.0,6.0,1.0,26572,30,78,44,357,24778,28173,7.0,10.0,6.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0
16712,30,80,46,412,24878,30180,4.0,4.0,4.0,,2.0,1.0,14565,30,102,45,345,23111,28018,4.0,4.0,6.0,,3.0,0.0,1.0,0.0,0.0,1.0
21587,30,85,45,331,25064,28139,8.0,15.0,8.0,0.0,6.0,0.0,29739,30,117,50,404,31643,33331,15.0,8.0,22.0,1.0,12.0,1.0,0.0,1.0,1.0,0.0
27622,30,85,48,394,29106,32978,13.0,6.0,11.0,,8.0,1.0,21571,20,78,44,287,21625,27034,6.0,13.0,5.0,,0.0,0.0,2.0,0.0,0.0,1.0
31518,30,48,43,280,24572,25279,13.0,26.0,18.0,0.0,3.0,0.0,45117,30,75,51,403,36544,35389,26.0,13.0,28.0,2.0,14.0,1.0,2.0,0.0,0.0,1.0
18513,30,58,43,307,23912,26162,9.0,17.0,10.0,0.0,3.0,0.0,35700,30,111,49,335,33348,31555,17.0,9.0,20.0,3.0,12.0,1.0,0.0,0.0,1.0,1.0
26473,30,79,46,352,29322,28929,10.0,14.0,15.0,2.0,10.0,0.0,26182,30,97,49,362,29607,31802,14.0,10.0,21.0,1.0,8.0,1.0,,1.0,,0.0
35535,30,75,46,313,29296,28734,15.0,19.0,25.0,0.0,7.0,0.0,37274,30,101,48,342,32480,30608,19.0,15.0,19.0,2.0,14.0,1.0,0.0,0.0,1.0,1.0
37292,30,91,50,394,35457,34507,21.0,3.0,25.0,3.0,15.0,1.0,27087,30,67,39,251,20278,21906,3.0,21.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
24992,30,84,47,349,34702,31139,18.0,5.0,20.0,3.0,15.0,1.0,17636,30,66,41,284,22426,24010,5.0,18.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
23795,30,56,42,310,23170,25284,7.0,15.0,16.0,0.0,0.0,0.0,27621,30,89,45,375,29247,29284,15.0,7.0,27.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0
33652,30,79,48,381,28019,30943,10.0,9.0,12.0,1.0,7.0,0.0,24225,30,88,47,369,26458,29708,9.0,10.0,14.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0
44141,30,92,50,318,32631,33159,20.0,14.0,24.0,1.0,7.0,0.0,34072,30,95,48,319,28800,31211,14.0,20.0,13.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0
30611,30,60,45,343,27635,27956,12.0,17.0,19.0,0.0,9.0,0.0,33462,30,103,48,343,31171,31850,17.0,12.0,14.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0
33450,30,82,45,348,30478,29151,14.0,11.0,18.0,2.0,10.0,1.0,27120,30,65,44,304,25530,27445,11.0,15.0,14.0,0.0,2.0,0.0,2.0,,0.0,
21939,30,95,47,294,27001,29068,10.0,7.0,8.0,2.0,11.0,1.0,24065,0,90,45,367,25116,28704,7.0,10.0,3.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0
25267,30,95,47,383,25098,29960,3.0,4.0,5.0,,8.0,1.0,21087,30,88,47,394,24889,30093,4.0,3.0,4.0,,1.0,0.0,1.0,1.0,0.0,0.0
27947,30,81,47,364,26986,30990,10.0,11.0,11.0,1.0,7.0,0.0,28959,30,110,50,375,29660,33095,11.0,10.0,12.0,1.0,11.0,1.0,0.0,1.0,1.0,0.0
17451,30,90,47,388,28602,30484,6.0,3.0,5.0,3.0,12.0,1.0,17967,30,93,43,344,22207,26924,3.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
32242,30,79,48,363,28769,31352,16.0,14.0,15.0,0.0,5.0,1.0,29582,30,96,48,366,30131,30717,14.0,16.0,18.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0
39013,30,79,47,290,31160,30851,18.0,12.0,18.0,2.0,7.0,0.0,36677,30,57,47,257,27099,29427,12.0,18.0,11.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0
24392,30,84,47,305,26105,29405,11.0,12.0,15.0,,3.0,1.0,28725,30,106,47,329,26276,30013,12.0,11.0,11.0,,6.0,0.0,0.0,,1.0,
27587,30,79,47,376,29452,30488,14.0,9.0,17.0,1.0,10.0,0.0,22394,30,80,47,359,27075,28611,9.0,14.0,17.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0
22829,30,103,45,347,27120,28271,10.0,8.0,8.0,1.0,10.0,1.0,19923,30,93,46,400,25455,29400,8.0,10.0,7.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0
25653,30,57,43,245,21597,24749,6.0,25.0,4.0,0.0,0.0,0.0,38371,30,69,49,372,35758,32090,24.0,6.0,18.0,4.0,15.0,1.0,0.0,0.0,1.0,1.0
29213,30,80,45,359,27035,28466,12.0,13.0,19.0,,6.0,0.0,24187,30,108,47,349,27626,29495,13.0,12.0,27.0,,3.0,1.0,0.0,1.0,1.0,0.0
35741,30,99,50,399,34096,32991,19.0,8.0,22.0,2.0,11.0,1.0,22081,30,59,41,328,23374,24450,8.0,19.0,9.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
21214,30,80,45,340,26604,29456,9.0,11.0,10.0,0.0,7.0,0.0,23235,30,84,46,332,26627,29252,11.0,9.0,18.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0
22970,30,93,46,348,26718,29581,12.0,10.0,10.0,0.0,5.0,1.0,22327,30,91,46,397,28796,30022,10.0,12.0,15.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0
33157,30,64,44,297,27262,27519,13.0,24.0,16.0,0.0,2.0,0.0,43347,30,100,49,364,33997,31686,24.0,13.0,26.0,2.0,13.0,1.0,,0.0,,1.0
41851,30,85,48,352,31839,31184,19.0,10.0,24.0,2.0,11.0,1.0,29887,30,79,45,311,25364,29036,10.0,19.0,15.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
29066,30,71,43,228,22173,25549,9.0,18.0,8.0,0.0,0.0,0.0,36403,30,73,49,372,33220,32273,18.0,9.0,18.0,2.0,14.0,1.0,0.0,0.0,1.0,1.0
35983,30,89,47,345,30827,30756,18.0,10.0,21.0,1.0,10.0,1.0,27091,30,77,44,354,25807,27689,10.0,19.0,10.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0
32777,30,70,45,309,25898,28993,10.0,6.0,10.0,1.0,5.0,0.0,25366,30,76,44,317,24724,26705,6.0,10.0,5.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0
22933,30,59,44,320,23719,27461,9.0,9.0,9.0,0.0,3.0,0.0,32355,30,83,46,386,29108,29468,9.0,9.0,12.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0
23556,30,105,47,345,26318,30191,9.0,13.0,11.0,0.0,4.0,0.0,27650,30,70,47,398,28651,29362,13.0,9.0,18.0,1.0,10.0,1.0,0.0,0.0,2.0,1.0
33910,30,87,44,344,25947,27664,9.0,24.0,8.0,0.0,4.0,0.0,36591,30,105,49,367,35875,33700,24.0,9.0,18.0,4.0,15.0,1.0,0.0,0.0,2.0,1.0
22796,30,76,46,366,25309,28702,6.0,14.0,10.0,0.0,4.0,0.0,28164,30,92,47,367,29313,30735,14.0,6.0,16.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0
37169,30,98,49,394,33547,33404,15.0,10.0,18.0,2.0,11.0,1.0,27333,30,61,45,346,26398,28144,10.0,15.0,13.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
20620,30,71,42,272,22170,24629,7.0,16.0,8.0,0.0,2.0,0.0,32766,30,77,48,370,32675,31864,16.0,7.0,19.0,2.0,13.0,1.0,0.0,,1.0,
31184,30,56,46,338,28895,30557,15.0,8.0,14.0,0.0,8.0,1.0,27022,30,52,44,338,25800,27099,7.0,15.0,8.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0
28281,30,86,46,344,28074,29356,14.0,6.0,31.0,1.0,7.0,1.0,24141,0,81,44,345,23305,26546,6.0,14.0,9.0,0.0,2.0,0.0,,1.0,,0.0
27771,30,79,48,347,29717,30711,15.0,15.0,15.0,1.0,10.0,0.0,32194,30,92,48,368,29196,31414,15.0,15.0,15.0,0.0,7.0,1.0,,1.0,,0.0
31258,30,80,47,404,30738,30798,10.0,3.0,19.0,2.0,11.0,1.0,18124,30,88,43,324,22183,25364,3.0,10.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
26692,30,60,44,341,24341,27097,9.0,13.0,7.0,,7.0,0.0,29902,30,91,48,359,29441,32252,13.0,9.0,9.0,,6.0,1.0,0.0,1.0,2.0,0.0
49698,20,96,51,323,34988,35001,28.0,16.0,23.0,1.0,13.0,1.0,38454,30,80,46,286,29044,28780,16.0,28.0,14.0,0.0,3.0,0.0,,1.0,,0.0
31550,30,96,47,355,30360,31400,12.0,4.0,14.0,2.0,11.0,1.0,22837,30,60,44,323,22484,26680,4.0,12.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0
23502,30,86,45,345,24557,28764,10.0,11.0,6.0,,3.0,0.0,23100,30,88,46,377,27436,29813,11.0,10.0,13.0,,6.0,1.0,1.0,0.0,0.0,1.0
35427,30,88,47,312,29950,30980,15.0,10.0,16.0,1.0,9.0,1.0,24556,20,53,44,298,24024,26880,9.0,15.0,9.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
25980,30,79,46,336,27866,30049,14.0,6.0,18.0,,5.0,1.0,28772,30,80,46,335,25270,28828,6.0,14.0,7.0,,8.0,0.0,,1.0,,0.0
18888,30,84,45,359,25723,28413,8.0,8.0,8.0,1.0,8.0,0.0,24563,30,104,47,328,26182,29258,8.0,8.0,15.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0
32613,30,102,48,332,32102,31007,14.0,8.0,18.0,3.0,12.0,1.0,16365,30,76,46,340,24510,28478,8.0,14.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
31887,30,78,48,334,30823,31768,21.0,7.0,23.0,1.0,10.0,0.0,21747,30,115,45,313,25853,28458,7.0,21.0,5.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0
18630,30,107,47,306,26515,29498,9.0,13.0,11.0,0.0,5.0,0.0,30088,30,72,47,413,30584,29880,13.0,9.0,18.0,3.0,13.0,1.0,1.0,1.0,0.0,0.0
29894,30,92,46,360,27496,29979,9.0,12.0,9.0,1.0,9.0,1.0,29160,30,80,46,341,26749,29032,12.0,9.0,13.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0
18725,30,75,45,354,25097,27881,9.0,6.0,17.0,0.0,4.0,0.0,25539,30,96,48,397,26626,30157,6.0,9.0,10.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0
17081,30,107,45,362,25860,28582,7.0,8.0,7.0,,8.0,0.0,13673,30,90,48,380,25200,30116,8.0,7.0,17.0,,5.0,1.0,0.0,1.0,1.0,0.0
24162,30,96,44,352,25679,27884,5.0,15.0,5.0,1.0,6.0,0.0,34409,30,89,48,378,29483,32387,15.0,5.0,13.0,1.0,9.0,1.0,,1.0,,0.0
31137,20,67,43,298,24806,26760,11.0,29.0,10.0,0.0,2.0,0.0,43986,30,82,52,365,37845,34599,29.0,11.0,28.0,4.0,15.0,1.0,0.0,1.0,1.0,0.0
30791,30,80,46,304,28377,27975,11.0,22.0,14.0,0.0,7.0,0.0,42180,30,52,48,327,32552,31593,22.0,12.0,16.0,3.0,15.0,1.0,0.0,1.0,1.0,0.0
30311,30,69,44,362,24937,27618,7.0,18.0,6.0,0.0,5.0,0.0,37668,30,91,50,359,32173,34247,18.0,7.0,20.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0
17824,30,64,46,368,26136,29116,12.0,7.0,15.0,0.0,3.0,1.0,19540,30,97,47,379,26877,30528,7.0,12.0,7.0,1.0,8.0,0.0,2.0,0.0,0.0,1.0
32245,30,88,49,297,32726,31514,15.0,11.0,18.0,2.0,14.0,1.0,27786,20,84,46,249,25144,29500,11.0,15.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
33581,30,60,44,318,28359,27477,13.0,14.0,20.0,2.0,6.0,1.0,30864,30,101,47,321,29121,29543,14.0,14.0,29.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0
32688,30,66,46,314,29082,29004,16.0,9.0,17.0,1.0,8.0,0.0,29521,30,76,45,304,27514,27689,9.0,16.0,19.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0
30712,30,100,49,412,33314,33917,22.0,10.0,23.0,,6.0,1.0,27368,30,86,44,305,24699,27235,10.0,22.0,9.0,,4.0,0.0,1.0,0.0,1.0,1.0
26839,30,76,45,288,23585,27725,9.0,6.0,12.0,0.0,2.0,0.0,25920,30,68,45,336,25253,27727,6.0,10.0,11.0,1.0,9.0,1.0,0.0,,1.0,
37606,30,82,50,344,32957,32478,16.0,12.0,19.0,2.0,12.0,1.0,28937,30,56,45,261,26999,27945,12.0,16.0,16.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0
33060,30,81,46,340,28235,29141,14.0,8.0,17.0,1.0,8.0,0.0,27486,30,62,45,349,26011,29238,8.0,14.0,13.0,0.0,4.0,1.0,,1.0,,0.0
26131,30,80,45,382,27286,29350,13.0,19.0,12.0,0.0,8.0,0.0,29173,30,81,47,329,31523,30978,19.0,13.0,18.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0
36134,30,104,49,334,31387,31839,17.0,8.0,28.0,2.0,12.0,1.0,24980,30,100,45,363,24958,28561,8.0,17.0,7.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
33491,30,93,45,328,29745,29526,14.0,15.0,15.0,1.0,13.0,1.0,33535,30,65,46,337,26714,28910,15.0,14.0,11.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
32376,30,84,47,327,27839,29854,18.0,12.0,30.0,0.0,2.0,1.0,31279,30,83,46,347,28422,29402,12.0,18.0,17.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0
21829,30,66,44,358,25751,27307,10.0,6.0,10.0,,6.0,1.0,27234,30,84,45,351,24335,27930,6.0,10.0,6.0,,3.0,0.0,0.0,1.0,1.0,0.0
31924,30,68,43,256,23745,25192,7.0,17.0,6.0,1.0,6.0,0.0,41141,30,83,47,340,31067,30055,17.0,7.0,22.0,1.0,12.0,1.0,0.0,,2.0,
29556,30,116,50,398,32689,34065,16.0,5.0,16.0,3.0,15.0,1.0,16316,0,70,42,331,22206,25822,5.0,16.0,8.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0
17325,30,125,49,388,27103,31484,6.0,10.0,4.0,1.0,7.0,1.0,19644,30,77,48,431,27290,31854,10.0,6.0,8.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0
30507,30,80,42,250,23714,24614,9.0,21.0,19.0,0.0,1.0,0.0,37164,30,76,46,360,33330,29409,20.0,9.0,35.0,3.0,15.0,1.0,0.0,0.0,1.0,1.0
25334,30,94,46,320,24989,27930,7.0,19.0,10.0,0.0,5.0,0.0,28963,30,90,49,390,32989,32658,19.0,7.0,19.0,3.0,15.0,1.0,,0.0,,1.0
28213,30,76,44,359,25498,28075,8.0,12.0,9.0,0.0,6.0,0.0,31995,30,76,48,399,30760,31786,12.0,8.0,15.0,1.0,7.0,1.0,0.0,0.0,2.0,1.0
31192,30,84,47,373,28605,31039,16.0,8.0,17.0,,5.0,1.0,24280,20,68,47,379,24507,28578,8.0,16.0,11.0,,5.0,0.0,1.0,,0.0,
15796,30,75,41,288,20528,24826,3.0,9.0,6.0,0.0,1.0,0.0,23395,30,107,49,378,29818,32075,9.0,3.0,6.0,1.0,12.0,1.0,1.0,0.0,0.0,1.0
33779,30,97,48,402,29295,32507,13.0,14.0,11.0,1.0,10.0,0.0,28210,30,133,50,366,30751,33893,14.0,13.0,11.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0
18077,30,107,45,354,25495,29436,6.0,6.0,3.0,1.0,6.0,0.0,16036,30,79,46,382,24442,29954,6.0,6.0,7.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0
25880,30,80,44,327,25844,28773,12.0,8.0,12.0,1.0,7.0,1.0,20847,30,80,44,356,25874,26900,8.0,12.0,10.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0
30896,30,90,44,243,27017,27288,11.0,36.0,21.0,0.0,4.0,0.0,62614,30,85,49,335,38895,32602,36.0,11.0,45.0,3.0,15.0,1.0,0.0,1.0,1.0,0.0
27310,30,62,46,370,26566,28536,10.0,12.0,14.0,1.0,7.0,0.0,28539,30,90,46,351,26695,28303,12.0,10.0,24.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0
30153,30,91,47,352,30051,30416,18.0,9.0,22.0,1.0,8.0,1.0,23869,30,76,46,347,25069,28601,9.0,18.0,15.0,0.0,2.0,0.0,2.0,,0.0,
41965,20,81,45,316,25528,29165,10.0,27.0,11.0,0.0,1.0,0.0,44045,30,84,52,347,35234,35362,27.0,10.0,25.0,1.0,13.0,1.0,,0.0,,1.0
32483,30,84,47,339,26555,30678,10.0,13.0,12.0,1.0,5.0,0.0,29027,30,96,47,343,27842,31163,13.0,10.0,15.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0
22925,30,88,43,378,25595,26293,4.0,15.0,4.0,1.0,9.0,0.0,26888,30,71,47,351,30216,29839,15.0,4.0,15.0,3.0,10.0,1.0,1.0,0.0,0.0,1.0
27205,30,90,49,390,29700,32044,16.0,7.0,18.0,1.0,8.0,1.0,25741,30,94,47,412,25835,29937,7.0,16.0,13.0,0.0,5.0,0.0,,1.0,,0.0
31090,30,102,48,333,31669,31653,14.0,12.0,21.0,,5.0,1.0,28827,30,84,46,322,27080,28594,12.0,14.0,21.0,,2.0,0.0,0.0,1.0,1.0,0.0
30816,30,72,45,375,26577,28290,10.0,13.0,13.0,,6.0,0.0,23651,30,105,47,356,28586,31153,13.0,11.0,20.0,,6.0,1.0,0.0,1.0,1.0,0.0
26649,30,72,45,319,25795,29330,7.0,15.0,8.0,,2.0,0.0,33246,30,83,49,409,29656,32979,15.0,7.0,15.0,,9.0,1.0,0.0,1.0,1.0,0.0
38431,30,74,50,385,31519,34571,19.0,10.0,12.0,1.0,8.0,1.0,28087,30,58,43,264,23574,25712,10.0,19.0,8.0,0.0,2.0,0.0,1.0,,1.0,
20562,30,80,45,397,25238,27983,6.0,9.0,8.0,0.0,1.0,0.0,25287,30,80,47,380,29671,30760,9.0,6.0,13.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0
33943,30,77,47,348,31250,31402,17.0,9.0,18.0,2.0,14.0,1.0,26337,0,81,44,272,23896,26651,9.0,17.0,8.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
33597,30,52,45,358,27121,28362,9.0,17.0,7.0,1.0,9.0,1.0,34156,30,84,48,332,29463,31227,17.0,9.0,16.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0
19770,30,79,41,337,23593,25385,7.0,12.0,6.0,0.0,4.0,0.0,25817,30,88,48,357,29814,30309,12.0,7.0,25.0,1.0,6.0,1.0,0.0,0.0,2.0,1.0
31134,30,86,47,341,30706,30433,15.0,13.0,19.0,1.0,10.0,1.0,30180,30,89,47,323,28866,30282,13.0,15.0,19.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0
21596,30,109,47,376,25086,30279,6.0,5.0,4.0,,5.0,1.0,18534,30,90,43,325,24004,26926,5.0,6.0,7.0,,7.0,0.0,1.0,0.0,0.0,1.0
28247,30,72,46,324,27462,29251,10.0,17.0,11.0,0.0,3.0,0.0,34213,30,113,45,278,27522,28167,17.0,10.0,14.0,1.0,8.0,1.0,0.0,0.0,1.0,1.0
40346,30,99,50,412,33968,34106,20.0,11.0,25.0,2.0,13.0,1.0,32110,30,74,42,258,25324,25130,11.0,20.0,13.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
17429,30,87,43,281,22992,26550,8.0,11.0,10.0,0.0,1.0,0.0,25312,30,84,47,385,29513,30037,11.0,8.0,11.0,1.0,12.0,1.0,1.0,0.0,1.0,1.0
29844,20,78,45,332,24505,28306,8.0,15.0,7.0,0.0,3.0,0.0,41015,30,85,50,337,32453,33366,15.0,8.0,16.0,2.0,13.0,1.0,0.0,0.0,1.0,1.0
32495,30,110,48,398,35071,32053,16.0,4.0,19.0,6.0,15.0,1.0,19426,30,40,39,281,19725,21923,4.0,17.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
46468,30,75,50,344,35393,33930,29.0,5.0,28.0,3.0,15.0,1.0,29933,30,69,40,244,21689,22907,5.0,29.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
27593,30,89,46,337,31292,28803,13.0,10.0,19.0,3.0,15.0,1.0,22270,30,75,44,299,24701,27461,10.0,13.0,16.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
24998,30,71,45,305,25152,27375,7.0,16.0,10.0,0.0,1.0,0.0,30628,30,107,49,358,31930,31901,16.0,7.0,21.0,3.0,12.0,1.0,0.0,0.0,1.0,1.0
19212,30,111,44,358,24449,27074,7.0,10.0,13.0,0.0,2.0,1.0,21719,30,91,44,350,26702,26597,10.0,7.0,19.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0
32477,30,65,43,286,23405,26164,8.0,18.0,8.0,0.0,3.0,0.0,32229,30,90,48,345,32847,32162,18.0,8.0,21.0,3.0,14.0,1.0,0.0,1.0,2.0,0.0
28280,30,44,39,229,22428,21066,12.0,24.0,11.0,0.0,1.0,0.0,33867,30,125,47,355,36970,32236,24.0,12.0,29.0,3.0,15.0,1.0,0.0,0.0,2.0,1.0
20433,30,79,47,366,24854,29931,9.0,9.0,10.0,,2.0,0.0,19540,30,104,47,389,26429,31193,9.0,9.0,13.0,,3.0,1.0,0.0,1.0,2.0,0.0
21071,30,82,46,298,24303,28538,8.0,8.0,9.0,0.0,4.0,1.0,29910,30,85,47,370,27983,29579,8.0,8.0,10.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0
32130,30,79,48,396,29508,31277,14.0,21.0,13.0,0.0,9.0,0.0,36249,30,82,47,358,31050,30476,21.0,14.0,21.0,1.0,8.0,1.0,0.0,1.0,1.0,0.0
35355,30,80,49,373,29635,32520,12.0,14.0,9.0,,8.0,1.0,31525,30,88,47,326,27103,30642,14.0,12.0,16.0,,4.0,0.0,1.0,1.0,0.0,0.0
37399,30,66,49,279,33153,32425,21.0,9.0,21.0,2.0,10.0,1.0,23845,30,69,43,309,24168,25985,9.0,21.0,11.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0
25951,30,58,45,334,28991,28172,13.0,12.0,12.0,1.0,10.0,1.0,26899,30,80,46,359,27476,29367,12.0,13.0,12.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0
24185,30,80,44,320,25670,27104,11.0,11.0,18.0,0.0,4.0,0.0,28406,30,85,49,415,29638,31170,11.0,11.0,17.0,2.0,11.0,1.0,1.0,1.0,0.0,0.0
39206,30,110,48,342,35704,31185,22.0,8.0,21.0,4.0,15.0,1.0,28251,30,52,40,211,21934,23492,8.0,22.0,14.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
26532,30,74,44,374,24278,27206,5.0,11.0,5.0,0.0,8.0,0.0,35020,30,60,46,351,27292,29197,11.0,5.0,7.0,2.0,11.0,1.0,0.0,0.0,1.0,1.0
29863,30,85,45,330,25362,27715,11.0,11.0,18.0,,3.0,0.0,28229,30,70,47,341,28504,29654,11.0,11.0,17.0,,6.0,1.0,1.0,0.0,0.0,1.0
27254,30,62,46,323,28812,28982,14.0,21.0,13.0,,4.0,0.0,37282,30,82,48,294,30094,30289,21.0,14.0,30.0,,7.0,1.0,0.0,,1.0,
28810,30,78,45,330,26901,28966,11.0,19.0,10.0,,6.0,0.0,39029,30,70,49,310,29896,31337,19.0,11.0,30.0,,2.0,1.0,0.0,1.0,1.0,0.0
29191,30,72,46,318,26807,28982,12.0,18.0,16.0,0.0,5.0,0.0,24720,30,119,47,356,30987,32469,18.0,12.0,9.0,1.0,11.0,1.0,0.0,1.0,1.0,0.0
39098,30,64,46,305,27947,28964,15.0,16.0,19.0,,5.0,0.0,36766,30,78,51,358,31834,33835,16.0,15.0,24.0,,7.0,1.0,1.0,1.0,1.0,0.0
28505,30,80,46,351,28716,29533,14.0,13.0,11.0,1.0,8.0,0.0,33485,30,83,49,367,27276,31663,13.0,14.0,14.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0
