damageStats_blue,goldPerSecond_blue,jungleMinionsKilled_blue,level_blue,minionsKilled_blue,totalGold_blue,xp_blue,kill_blue,death_blue,assi_blue,tower_blue,tower_shield_blue,win_blue,damageStats_red,goldPerSecond_red,jungleMinionsKilled_red,level_red,minionsKilled_red,totalGold_red,xp_red,kill_red,death_red,assi_red,tower_red,tower_shield_red,win_red,dragon_blue,junr_blue,dragon_red,junr_red
46391,30,116,51,312,36834,35535,29.0,18.0,26.0,2.0,12.0,1.0,35502,30,44,44,279,26808,27159,18.0,29.0,25.0,0.0,1.0,0.0,,,,
27191,30,108,47,381,26738,29537,10.0,9.0,11.0,0.0,5.0,0.0,17436,30,86,45,354,26418,27212,9.0,11.0,12.0,1.0,7.0,1.0,0.0,0.0,2.0,1.0
23440,30,78,44,359,24257,27860,3.0,10.0,3.0,1.0,6.0,0.0,26401,30,92,49,392,26579,31861,10.0,3.0,9.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0
27011,30,81,45,279,24039,27781,8.0,22.0,7.0,0.0,4.0,0.0,40645,30,139,51,371,33795,34800,22.0,8.0,25.0,1.0,12.0,1.0,0.0,1.0,2.0,0.0
32862,30,103,46,345,29680,30058,12.0,15.0,13.0,2.0,10.0,1.0,32215,30,79,46,374,27147,29618,15.0,12.0,13.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0
22311,20,99,44,298,24135,26006,6.0,14.0,13.0,1.0,5.0,0.0,28943,30,89,48,354,28842,30010,14.0,6.0,21.0,1.0,8.0,1.0,0.0,1.0,1.0,0.0
24184,30,92,46,333,26845,29957,10.0,2.0,6.0,1.0,8.0,1.0,24314,30,88,45,316,22120,28246,2.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
31287,30,88,48,339,33086,32276,19.0,13.0,11.0,3.0,15.0,1.0,31145,30,94,44,321,26468,27536,13.0,19.0,9.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0
35159,30,68,47,323,28343,30778,14.0,11.0,12.0,,8.0,1.0,25476,30,72,46,357,27523,29494,11.0,14.0,10.0,,6.0,0.0,1.0,1.0,0.0,0.0
24900,30,72,44,331,24915,28469,8.0,13.0,9.0,1.0,5.0,0.0,21715,30,115,49,402,30626,31584,13.0,8.0,14.0,2.0,11.0,1.0,0.0,1.0,1.0,0.0
37040,30,66,46,345,28586,28515,15.0,16.0,15.0,1.0,10.0,1.0,29974,30,86,48,328,30082,31381,16.0,15.0,18.0,1.0,7.0,0.0,1.0,,0.0,
36014,30,96,49,345,30904,31998,17.0,7.0,29.0,1.0,9.0,1.0,27405,30,84,48,384,26516,29727,7.0,17.0,8.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
29080,30,64,48,364,29484,31347,13.0,8.0,16.0,1.0,8.0,1.0,25795,30,71,46,346,25103,29344,8.0,13.0,10.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
35006,30,83,51,417,32691,35420,22.0,0.0,20.0,2.0,14.0,1.0,21882,0,87,43,370,20758,25729,0.0,22.0,0.0,0.0,2.0,0.0,,1.0,,0.0
29938,0,74,47,303,25597,29640,9.0,22.0,4.0,0.0,4.0,0.0,37350,30,115,51,381,34803,35640,22.0,9.0,16.0,2.0,13.0,1.0,0.0,0.0,1.0,1.0
18468,30,97,48,378,25091,30988,6.0,3.0,11.0,,3.0,1.0,15829,30,104,46,374,24121,29270,3.0,6.0,2.0,,5.0,0.0,1.0,0.0,1.0,1.0
26209,30,68,46,415,28026,29952,11.0,10.0,19.0,,7.0,1.0,21932,30,92,45,378,26238,29264,10.0,11.0,16.0,,2.0,0.0,0.0,1.0,1.0,0.0
22027,30,68,43,308,22418,26746,3.0,11.0,4.0,0.0,6.0,0.0,28146,30,86,49,351,30079,31625,11.0,3.0,16.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0
35538,30,81,45,361,27504,28868,13.0,14.0,10.0,,7.0,1.0,34899,30,70,47,339,29381,30992,14.0,13.0,16.0,,4.0,0.0,2.0,,0.0,
28662,30,83,46,364,29664,29942,13.0,11.0,14.0,2.0,12.0,0.0,29397,30,73,45,264,25349,27925,11.0,13.0,17.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0
26831,30,93,46,355,29105,29942,12.0,12.0,18.0,1.0,7.0,0.0,23811,30,88,46,408,30006,29159,12.0,12.0,15.0,1.0,12.0,1.0,0.0,0.0,1.0,1.0
25806,30,86,45,347,26183,27580,10.0,5.0,17.0,,9.0,1.0,21258,30,62,44,335,22497,27073,5.0,10.0,6.0,,5.0,0.0,1.0,1.0,0.0,0.0
35665,30,75,48,348,29680,31366,19.0,12.0,22.0,,5.0,0.0,28787,20,85,48,379,27358,30397,12.0,20.0,14.0,,2.0,1.0,0.0,1.0,1.0,0.0
29144,30,80,44,325,21054,26407,4.0,17.0,1.0,0.0,1.0,0.0,36468,30,124,52,397,33464,35474,17.0,4.0,12.0,2.0,14.0,1.0,0.0,0.0,1.0,1.0
17018,30,85,46,376,24740,28631,6.0,12.0,3.0,,4.0,0.0,27385,30,103,47,364,28056,30688,12.0,6.0,16.0,,8.0,1.0,0.0,0.0,2.0,1.0
37622,30,76,49,352,33914,33244,24.0,10.0,29.0,2.0,14.0,1.0,29740,20,56,45,312,24670,28355,10.0,24.0,6.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0
21027,30,80,47,354,27826,29524,8.0,11.0,12.0,,1.0,1.0,22525,30,92,46,373,26399,30020,11.0,8.0,9.0,,7.0,0.0,1.0,,0.0,
21419,30,60,45,289,23902,27887,8.0,15.0,8.0,0.0,1.0,0.0,32227,30,124,51,359,32057,34778,15.0,8.0,14.0,3.0,15.0,1.0,0.0,0.0,1.0,1.0
25936,30,92,45,365,25965,29350,7.0,13.0,9.0,1.0,7.0,0.0,24268,30,80,47,358,28312,29851,13.0,7.0,16.0,1.0,8.0,1.0,1.0,0.0,1.0,1.0
17263,30,55,43,370,23617,26515,5.0,16.0,8.0,1.0,5.0,0.0,28564,30,100,50,386,31379,32519,16.0,5.0,21.0,2.0,12.0,1.0,0.0,0.0,1.0,1.0
29972,30,105,48,374,32301,30742,17.0,6.0,15.0,3.0,13.0,1.0,26568,30,77,44,325,25747,27532,6.0,17.0,6.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0
28608,30,86,47,363,30449,29930,16.0,9.0,23.0,2.0,10.0,1.0,19684,30,105,46,364,28066,28886,9.0,16.0,11.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0
32225,30,96,50,393,31355,33897,18.0,2.0,17.0,,8.0,1.0,23827,30,80,43,330,20642,25593,2.0,18.0,3.0,,2.0,0.0,1.0,1.0,0.0,0.0
31035,30,77,47,344,28284,30532,12.0,11.0,17.0,0.0,6.0,0.0,31506,30,80,44,327,27506,27819,11.0,13.0,18.0,1.0,6.0,1.0,0.0,0.0,2.0,1.0
36492,30,86,49,355,30818,32898,17.0,15.0,13.0,1.0,9.0,1.0,41532,30,58,46,304,26954,29026,15.0,17.0,15.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
21451,30,90,46,369,26863,29437,9.0,13.0,14.0,1.0,7.0,0.0,25513,30,107,48,364,28130,30607,13.0,9.0,18.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0
30698,20,59,45,266,26379,28292,13.0,25.0,15.0,0.0,1.0,0.0,37903,30,115,50,285,33056,33778,25.0,13.0,18.0,1.0,13.0,1.0,0.0,0.0,1.0,1.0
33012,30,83,48,344,28519,30787,15.0,9.0,22.0,,7.0,0.0,30911,30,88,47,342,27827,29677,9.0,15.0,9.0,,6.0,1.0,,1.0,,0.0
25647,30,84,44,315,26411,27021,9.0,14.0,11.0,1.0,7.0,0.0,34761,30,101,48,349,30313,30918,14.0,9.0,16.0,2.0,12.0,1.0,0.0,1.0,1.0,0.0
21281,30,85,47,371,25100,30411,5.0,9.0,12.0,,5.0,1.0,24261,30,98,48,387,27239,31949,9.0,5.0,16.0,,5.0,0.0,0.0,1.0,1.0,0.0
34373,30,48,46,322,29696,28503,20.0,15.0,31.0,0.0,6.0,1.0,31737,30,100,45,328,28967,28044,15.0,20.0,14.0,1.0,9.0,0.0,1.0,1.0,1.0,0.0
29802,30,84,44,347,27285,26829,11.0,12.0,18.0,1.0,8.0,0.0,27241,30,68,47,376,28592,30244,12.0,11.0,13.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0
28343,30,93,43,295,25942,26931,6.0,16.0,9.0,1.0,6.0,0.0,34395,30,56,44,327,28221,28337,16.0,6.0,27.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0
27194,30,99,47,337,27766,29583,13.0,14.0,17.0,0.0,4.0,1.0,27007,30,116,48,388,31156,31410,14.0,13.0,16.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0
27147,30,80,45,342,28595,29116,11.0,6.0,11.0,1.0,11.0,0.0,22381,30,56,42,276,22906,24586,6.0,11.0,11.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
28868,30,61,42,258,24973,25284,13.0,14.0,19.0,,7.0,0.0,29649,30,72,47,307,28919,30047,14.0,13.0,22.0,,6.0,1.0,1.0,1.0,0.0,0.0
27152,30,66,47,323,32258,30241,18.0,9.0,28.0,0.0,3.0,0.0,25044,30,103,45,358,26149,28546,9.0,18.0,8.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0
31026,30,64,47,387,31190,31230,22.0,10.0,17.0,1.0,8.0,1.0,27269,30,78,44,341,25428,27599,10.0,22.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
30939,30,84,47,277,28041,28794,15.0,14.0,21.0,0.0,3.0,0.0,30463,30,95,47,357,30063,29793,14.0,15.0,17.0,2.0,12.0,1.0,0.0,0.0,2.0,1.0
27224,20,76,45,331,27994,27740,15.0,15.0,23.0,1.0,7.0,1.0,31579,30,89,47,302,28485,29350,15.0,15.0,29.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0
18680,20,71,42,290,21599,24476,6.0,16.0,5.0,0.0,2.0,0.0,32561,30,86,47,328,31010,29600,16.0,7.0,25.0,1.0,9.0,1.0,0.0,0.0,2.0,1.0
31459,30,75,47,339,27359,30049,11.0,10.0,13.0,0.0,5.0,0.0,27620,30,98,45,340,27919,28855,10.0,11.0,10.0,2.0,11.0,1.0,2.0,0.0,0.0,1.0
36604,30,88,50,382,33731,33483,20.0,8.0,29.0,1.0,10.0,1.0,28351,30,80,46,345,26402,28316,8.0,20.0,5.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0
33066,30,101,49,392,32228,32955,14.0,5.0,19.0,1.0,11.0,1.0,24366,30,85,43,347,23008,26050,5.0,14.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0
15837,30,100,42,310,22807,25920,5.0,10.0,5.0,,4.0,0.0,23555,30,85,45,376,26787,28686,10.0,5.0,17.0,,4.0,1.0,1.0,1.0,1.0,0.0
17299,30,72,47,358,23676,29762,6.0,10.0,6.0,,3.0,0.0,26543,30,93,49,380,26809,31550,10.0,6.0,8.0,,8.0,1.0,0.0,0.0,1.0,1.0
27852,30,81,48,401,28878,29976,14.0,10.0,21.0,,9.0,1.0,17932,30,90,44,317,23218,27619,9.0,14.0,7.0,,2.0,0.0,0.0,0.0,1.0,1.0
25920,30,99,44,290,25040,27357,7.0,23.0,9.0,0.0,2.0,0.0,37337,30,80,47,374,35817,31898,23.0,7.0,23.0,5.0,15.0,1.0,,0.0,,1.0
24531,30,89,46,361,25097,30446,7.0,10.0,8.0,,7.0,1.0,27936,30,88,47,343,26342,30667,10.0,7.0,12.0,,6.0,0.0,,1.0,,0.0
31256,30,72,47,329,28189,29988,13.0,13.0,18.0,1.0,6.0,0.0,31199,30,76,45,323,28477,28364,13.0,13.0,12.0,1.0,11.0,1.0,1.0,0.0,1.0,1.0
28348,20,102,47,394,31023,29538,13.0,11.0,13.0,2.0,11.0,1.0,34073,30,69,45,316,27038,27627,11.0,13.0,17.0,1.0,7.0,0.0,1.0,0.0,1.0,1.0
30463,30,105,47,345,30939,31718,11.0,6.0,13.0,1.0,8.0,1.0,23838,30,94,45,313,22526,27711,6.0,11.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
20789,30,83,45,360,27646,27454,12.0,11.0,22.0,1.0,9.0,1.0,21105,30,92,45,326,25626,28719,11.0,12.0,17.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
26568,30,84,47,359,27070,30445,9.0,13.0,8.0,0.0,2.0,1.0,28454,30,88,48,383,28774,31789,13.0,9.0,13.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0
27043,30,96,49,392,29527,31791,14.0,4.0,13.0,2.0,11.0,1.0,21597,30,92,45,368,24020,28748,4.0,14.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
36219,30,93,50,370,35026,34869,25.0,6.0,19.0,2.0,14.0,1.0,28257,30,78,45,321,23695,27409,5.0,25.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
34290,30,69,45,327,27129,29299,11.0,15.0,6.0,0.0,7.0,1.0,33458,30,105,48,354,30437,32011,15.0,12.0,18.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0
30318,30,52,46,364,26695,29757,10.0,14.0,5.0,0.0,5.0,1.0,32434,30,86,48,358,29677,31609,14.0,10.0,15.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0
31172,30,93,48,334,29037,30714,13.0,13.0,12.0,1.0,7.0,0.0,31904,30,62,47,382,28464,31269,13.0,13.0,11.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0
35534,30,44,42,354,27133,26015,16.0,23.0,24.0,,5.0,0.0,41130,30,103,45,273,29913,28157,23.0,16.0,37.0,,3.0,1.0,0.0,0.0,1.0,1.0
27739,30,73,46,356,31463,29844,15.0,6.0,14.0,2.0,11.0,1.0,22309,30,75,41,304,22506,24008,5.0,15.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
20173,30,92,48,404,25478,30657,7.0,5.0,11.0,,3.0,1.0,21103,30,98,45,358,23285,27970,5.0,8.0,4.0,,1.0,0.0,0.0,1.0,1.0,0.0
28436,20,76,46,335,26534,29383,13.0,12.0,9.0,1.0,6.0,0.0,28236,30,89,46,334,26433,29162,12.0,13.0,11.0,0.0,5.0,1.0,,,,
37077,30,104,51,372,37502,35005,28.0,9.0,30.0,3.0,15.0,1.0,22567,30,91,43,297,23288,26316,8.0,28.0,6.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
24421,30,74,46,355,25625,28692,10.0,9.0,12.0,,2.0,0.0,30100,30,92,46,322,24576,29314,9.0,10.0,5.0,,6.0,1.0,0.0,0.0,2.0,1.0
21146,30,80,45,298,21888,26709,4.0,12.0,5.0,0.0,1.0,0.0,28310,30,83,47,364,30566,30554,12.0,4.0,16.0,2.0,14.0,1.0,1.0,0.0,0.0,1.0
24041,30,98,45,415,26219,29818,8.0,9.0,18.0,0.0,4.0,1.0,15664,30,104,46,377,27222,29850,9.0,8.0,18.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0
28072,30,96,49,337,31912,31621,20.0,5.0,35.0,1.0,9.0,1.0,20337,30,72,42,329,23970,25700,5.0,21.0,8.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
32082,30,81,44,322,26456,27909,6.0,17.0,7.0,0.0,8.0,1.0,33099,0,75,47,332,29868,29137,17.0,7.0,12.0,3.0,10.0,0.0,0.0,0.0,1.0,1.0
22094,30,56,41,259,22860,23845,6.0,11.0,11.0,0.0,2.0,0.0,24616,30,96,46,364,30826,30491,11.0,6.0,11.0,3.0,14.0,1.0,,0.0,,1.0
18566,30,72,43,337,22761,25411,6.0,16.0,8.0,0.0,5.0,0.0,26635,30,76,47,324,30546,29627,16.0,6.0,26.0,1.0,9.0,1.0,0.0,1.0,1.0,0.0
34676,30,71,44,328,27675,27662,14.0,19.0,18.0,1.0,8.0,0.0,39403,30,77,48,351,30441,31684,19.0,14.0,19.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0
49961,30,56,48,350,35744,32102,29.0,17.0,41.0,,8.0,1.0,39977,30,65,45,285,28038,27954,17.0,29.0,23.0,,7.0,0.0,0.0,0.0,1.0,1.0
34312,30,79,44,319,24706,26387,11.0,17.0,19.0,0.0,2.0,1.0,33587,30,86,47,334,30916,30186,17.0,11.0,25.0,2.0,11.0,0.0,1.0,0.0,1.0,1.0
21120,30,83,42,280,21761,24782,5.0,17.0,5.0,,0.0,0.0,33260,30,92,46,377,29484,30866,17.0,5.0,13.0,,6.0,1.0,1.0,0.0,0.0,1.0
19003,30,84,45,331,25096,28209,8.0,13.0,13.0,,5.0,0.0,31581,30,88,47,335,27451,30749,13.0,8.0,19.0,,6.0,1.0,1.0,1.0,1.0,0.0
25595,30,74,48,419,27844,30335,11.0,4.0,15.0,1.0,9.0,0.0,21153,30,97,46,382,23930,28380,4.0,11.0,5.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0
24640,30,110,48,304,28436,30780,7.0,4.0,7.0,1.0,5.0,1.0,24493,30,67,42,367,23875,26244,4.0,7.0,2.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0
18946,30,88,45,328,24329,27446,6.0,12.0,4.0,,10.0,0.0,25274,30,103,48,352,27596,31407,12.0,6.0,20.0,,6.0,1.0,0.0,1.0,1.0,0.0
37031,30,106,48,374,28300,31783,10.0,12.0,10.0,1.0,8.0,1.0,24011,30,92,47,346,28226,30060,12.0,10.0,14.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0
23238,30,91,47,313,26550,30120,11.0,11.0,15.0,,1.0,1.0,29914,20,76,46,345,26639,28771,11.0,11.0,17.0,,7.0,0.0,0.0,0.0,1.0,1.0
18101,30,91,47,384,26163,29557,8.0,5.0,11.0,,6.0,1.0,17755,30,60,44,325,22403,27374,5.0,8.0,7.0,,5.0,0.0,,1.0,,0.0
28874,30,76,45,377,30467,29598,12.0,13.0,13.0,1.0,12.0,1.0,28873,20,78,48,323,28182,31245,13.0,12.0,14.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0
26008,30,102,47,360,28366,31034,12.0,10.0,10.0,,8.0,1.0,25038,30,77,46,368,26671,28828,10.0,12.0,12.0,,4.0,0.0,,1.0,,0.0
30495,30,73,46,379,29811,28886,16.0,14.0,24.0,1.0,5.0,0.0,32764,30,70,48,383,29510,31046,14.0,16.0,17.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0
22037,30,91,46,356,26111,29117,10.0,8.0,8.0,1.0,6.0,1.0,28028,30,93,47,392,26202,29443,8.0,10.0,5.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0
29314,30,82,45,349,26380,27450,10.0,19.0,19.0,0.0,4.0,0.0,35084,30,80,47,359,30086,30711,19.0,10.0,31.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0
30484,30,115,48,401,33348,32546,19.0,4.0,22.0,3.0,13.0,1.0,21685,30,52,40,307,20639,23021,4.0,19.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
34061,30,68,48,354,27543,31232,14.0,13.0,11.0,,5.0,1.0,32757,30,89,47,346,27229,31013,13.0,14.0,11.0,,2.0,0.0,,,,
31683,20,96,46,298,31570,30469,18.0,14.0,21.0,1.0,8.0,1.0,25044,30,87,45,321,28003,27988,14.0,18.0,16.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0
25492,30,66,47,307,26129,29691,12.0,17.0,11.0,0.0,1.0,0.0,36064,30,112,50,397,33660,33376,17.0,12.0,18.0,4.0,15.0,1.0,0.0,0.0,2.0,1.0
31063,30,84,48,378,28638,30788,9.0,14.0,10.0,,7.0,0.0,30732,30,75,48,377,27877,30727,14.0,9.0,10.0,,7.0,1.0,0.0,1.0,2.0,0.0
28628,30,87,45,330,27052,29592,10.0,15.0,8.0,1.0,6.0,0.0,25900,30,68,45,364,29185,29213,15.0,11.0,26.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0
40222,30,73,50,341,32542,33792,21.0,7.0,28.0,1.0,10.0,1.0,33059,30,95,44,351,25450,27637,7.0,21.0,9.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0
22295,30,73,45,350,25367,28382,10.0,5.0,12.0,,6.0,1.0,22765,30,92,45,343,23774,27501,5.0,10.0,7.0,,5.0,0.0,1.0,1.0,0.0,0.0
28559,30,77,46,317,27924,29144,13.0,16.0,13.0,,4.0,0.0,34548,30,70,47,325,28895,30197,16.0,13.0,19.0,,5.0,1.0,0.0,1.0,1.0,0.0
34139,30,66,48,364,29818,30473,15.0,12.0,17.0,1.0,10.0,1.0,32999,30,90,46,369,28898,29360,12.0,15.0,15.0,1.0,10.0,0.0,,1.0,,0.0
27236,30,65,44,319,24490,26022,8.0,14.0,10.0,0.0,1.0,0.0,26936,30,87,46,348,27945,29058,14.0,8.0,9.0,2.0,11.0,1.0,0.0,0.0,1.0,1.0
29768,30,62,45,307,26549,27483,12.0,16.0,18.0,1.0,5.0,0.0,42396,30,68,47,330,30158,30762,16.0,12.0,22.0,0.0,10.0,1.0,0.0,1.0,2.0,0.0
29255,30,100,51,344,26112,33251,9.0,4.0,9.0,,4.0,1.0,23058,30,88,45,350,22052,27511,4.0,9.0,6.0,,1.0,0.0,1.0,1.0,1.0,0.0
20134,30,83,47,374,26539,30013,8.0,9.0,10.0,0.0,7.0,0.0,20162,30,116,48,397,28605,31716,9.0,8.0,9.0,2.0,10.0,1.0,0.0,0.0,2.0,1.0
25767,30,62,46,351,28324,28688,10.0,11.0,13.0,1.0,7.0,0.0,26070,30,87,46,308,27197,29170,11.0,10.0,14.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0
48888,30,83,49,333,30688,31568,23.0,12.0,40.0,,9.0,1.0,28700,30,87,46,337,27426,29291,12.0,23.0,9.0,,9.0,0.0,0.0,,1.0,
18342,30,73,41,301,20565,24004,3.0,19.0,3.0,0.0,1.0,0.0,30330,30,91,48,360,34720,30975,19.0,3.0,27.0,5.0,15.0,1.0,0.0,0.0,2.0,1.0
24126,30,92,47,388,25012,30943,6.0,5.0,4.0,,6.0,0.0,19837,30,80,47,388,23884,30702,5.0,6.0,4.0,,3.0,1.0,0.0,1.0,1.0,0.0
23959,30,98,48,383,25800,31081,9.0,5.0,9.0,,5.0,0.0,19993,30,89,48,389,25217,30250,5.0,9.0,5.0,,6.0,1.0,0.0,0.0,1.0,1.0
16605,30,89,46,360,26564,27894,10.0,1.0,11.0,1.0,7.0,1.0,13680,30,85,44,387,23145,27647,1.0,10.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0
29276,30,62,42,270,24288,26129,9.0,14.0,10.0,0.0,1.0,0.0,31101,30,85,46,313,29036,29069,14.0,9.0,17.0,1.0,8.0,1.0,0.0,0.0,1.0,1.0
27310,30,76,45,326,27216,28349,13.0,7.0,14.0,1.0,9.0,1.0,25728,30,63,42,263,22266,24031,7.0,13.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
28735,20,89,46,306,28250,29436,16.0,21.0,21.0,0.0,3.0,1.0,37268,30,96,48,322,31243,30784,21.0,16.0,21.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0
28891,30,104,47,346,27858,29512,15.0,12.0,21.0,,1.0,1.0,28503,30,80,47,349,26708,29312,12.0,15.0,10.0,,1.0,0.0,0.0,0.0,1.0,1.0
35067,30,85,48,352,31824,30801,18.0,10.0,15.0,2.0,10.0,1.0,26386,30,78,44,284,24426,27923,10.0,18.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
38803,30,96,48,367,32642,31326,19.0,17.0,26.0,1.0,11.0,0.0,38175,30,78,48,307,29395,30646,17.0,20.0,16.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0
28490,30,119,48,300,30171,30801,16.0,7.0,26.0,1.0,8.0,1.0,28663,30,56,44,327,25134,26953,7.0,17.0,8.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0
38140,30,118,50,371,34137,34271,16.0,13.0,14.0,2.0,12.0,1.0,30198,30,80,47,300,25898,30419,13.0,16.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
30400,30,100,47,371,27020,30604,13.0,11.0,16.0,0.0,3.0,1.0,25799,30,67,45,345,27945,27960,11.0,13.0,13.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0
30029,30,72,46,281,24518,27706,15.0,12.0,14.0,,3.0,0.0,25371,30,116,48,341,27180,31605,12.0,15.0,13.0,,5.0,1.0,0.0,0.0,1.0,1.0
26822,30,74,47,381,26755,28805,11.0,12.0,11.0,0.0,5.0,0.0,33205,30,92,46,379,28594,30400,12.0,11.0,13.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0
27093,30,80,45,328,27421,27742,12.0,9.0,28.0,1.0,5.0,1.0,38300,30,72,46,327,27898,29886,9.0,12.0,12.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0
29943,30,57,47,343,27303,28968,12.0,11.0,16.0,,6.0,0.0,32561,30,73,46,344,27918,29947,11.0,12.0,14.0,,7.0,1.0,0.0,0.0,1.0,1.0
25992,30,92,44,342,25354,27234,9.0,12.0,11.0,,6.0,0.0,31580,30,73,45,318,25668,27635,12.0,9.0,21.0,,4.0,1.0,0.0,,2.0,
32757,30,80,47,327,27632,30313,15.0,11.0,21.0,,5.0,0.0,22785,30,82,45,315,25005,27948,11.0,15.0,12.0,,3.0,1.0,1.0,0.0,0.0,1.0
30032,30,105,50,346,27939,33016,11.0,4.0,15.0,,5.0,1.0,19779,30,78,44,338,22943,28216,4.0,11.0,2.0,,6.0,0.0,0.0,1.0,1.0,0.0
34356,30,107,49,403,31475,33557,18.0,11.0,15.0,1.0,11.0,1.0,27765,30,72,47,350,26730,29989,11.0,18.0,13.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0
20367,20,128,49,360,27384,32620,12.0,5.0,7.0,2.0,5.0,0.0,16480,30,92,47,393,25240,30349,5.0,12.0,6.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0
31055,30,89,47,366,27847,30250,10.0,20.0,6.0,1.0,7.0,0.0,36046,30,93,51,390,32679,35150,20.0,10.0,23.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0
25570,30,76,42,312,23688,25290,9.0,19.0,13.0,0.0,0.0,0.0,35124,30,75,47,335,32631,30504,19.0,9.0,30.0,2.0,11.0,1.0,0.0,0.0,2.0,1.0
31835,30,81,48,344,30643,30763,15.0,9.0,19.0,1.0,13.0,1.0,17962,30,64,45,310,24054,28114,9.0,15.0,9.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
27472,30,84,49,352,27355,32085,11.0,6.0,7.0,1.0,7.0,1.0,21057,30,92,45,369,24784,28374,6.0,11.0,2.0,1.0,8.0,0.0,2.0,0.0,0.0,1.0
31267,30,118,50,381,32521,32622,14.0,8.0,19.0,2.0,13.0,1.0,23534,30,80,44,346,24174,26795,6.0,14.0,10.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0
30521,30,71,46,379,25354,30257,11.0,8.0,20.0,,3.0,0.0,24470,30,104,48,368,26372,30860,8.0,11.0,6.0,,6.0,1.0,1.0,0.0,0.0,1.0
18302,30,109,48,391,24331,30706,4.0,2.0,3.0,,2.0,0.0,19732,30,82,46,403,22598,29067,2.0,4.0,5.0,,1.0,1.0,1.0,1.0,1.0,0.0
24133,30,82,46,386,27439,29890,11.0,12.0,16.0,1.0,8.0,1.0,27668,30,88,47,375,26920,29784,12.0,11.0,12.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0
20410,30,93,48,383,29106,30619,12.0,2.0,18.0,2.0,8.0,0.0,21291,30,89,47,390,23455,29172,2.0,12.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
