summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid
I1Odunuvqw0124MeHsQNZqkDtXUvOdP8mqQTjxuPWsnlwp0,달빛 페가수스,0,I,165,94,False,False,False,False,RYoo9zRT_q--iWl3LVwU57ERWsQbSSRESYVAWwrfYdKyNbFaFvtHYym1ekCTP1-92xSp7ZXhMH8qhQ
RnkUzjtRV_w-2mCkHPa5DoE94mlpmm1sOqQVr2dMT4Jb2g,놀부랜드,0,I,453,429,False,False,True,False,J_VBZKIDZIEI2jUg7mrUHbWegVqROWsPGR3uWbFjY36bUVb0aq1Sq8zg_CQ_PHuiKjzTpUbF4uEFng
IhHIX5TySMM1G__Kf0VVikbeVh2gq6U5ksmvriVzeJHbQbk,조 근,94,I,913,895,False,False,False,False,O82oDjgBxzkyhvW_n7toWE06r-BVix33-KWwwwk_U5E44IuLlsQymPZC7lCYKf-CAW9D8PR3AH-Wqw
jrDQYABD3OnDApkyITY9X8RWecIX87Fh6wNQfKzQj2MFlL5QFIEwOlCEpA,아침 하루 사과,196,I,116,73,False,False,False,False,6837OSsijPMgj6wYOZmdUTCG0XvU2do9r8FVpWGAbEPA1XJSDSSQZGL1dE58HxnSVW3CluKuLyzC2w
j6GlIFHNSbax33s7G0xK9Vom0BuQ-8EEpUcJw5djHOB2ZEIRnTdl-Ns7Qw,love kat,2,I,126,95,False,False,True,False,7FGlIjvz-uEtquA0ZbpX3FdGdg5Le3257H3a4pU2m21sEAbDa8FmX_eZ5tM6spllpa7W7tbV4aJavw
cN7VOY9Hmy_B1ULJnYGZu7YQULcYteg6TslHud5kB8hcmRY,Yijianshuangdiao,21,I,293,277,False,False,False,False,ymY6oC95qgeirTFMtGuJjqbBH3QWQ7A5JRAd0Dx-0ualD4EqUA0Xf7JM59Ax3GrJBCcFBEKXB4UgAg
RCaU5fTMDUqansiXKcNnU0Oy7Cs1eibk9Z28nOhEu9TA-Af6,잘취하고착취해요,5,I,928,898,False,False,False,False,v6y1nZnuKET1hkoDipYS7-7z4V8XuqpOf5OyrpQNta7qTJ-VGT_YrGgtB9lkrpTxoLp9U5MIco-SxA
bqFmPNVwpS10r_i3MooBu-amx3DKowvy05Mc5tSRdKPtLA,Glory Taek,185,I,285,260,True,False,False,False,ODRZX5A9FEWkENRiDzcn7lix4gCh5H_dX7yHoDZ4BqVpb0-1SimTlpYFhSPMdVcQ7EUBUPTug4u9qg
Zrzd7T5PMDyGXSUEFvnq2R0SQ8remg1ynfGac5NBraAEHTY3JrHpf8Ky6Q,화원 아기,314,I,276,230,False,False,False,False,n3LoBfJtR0aGDVDaxJDcHMzgJxYnoX2wncwpUHN0aFvoZiVyBIQwrTbccuh-PHufhR1T399OUnAe3A
NBDITth69FZQMcFTNTVJ05UYUiOlblNA3o7XldsrcQ95pAMzgulGSPtHEA,Top chord one,5,I,71,38,False,False,False,False,d-kxPT7k6s-vOrI2y2khX6DkLYb8ADmQmtAO-XmV9IjjTZPAE-CG_CRgcsjsdYpXzbuM-6fsvBrAqQ
FA7KXpQSJ_YesyrdBpxZvJLTuxb7bYglSCZgv2MS3Vxatw,IlIIlIlIllll,207,I,289,273,False,False,False,True,feqjcuA6WsqMhHKw4VTrX9AcfLJEvDRspXv7NqjmdRd9vuB-7W-e2X8igjuZoCd5P5f_jdvE2GjefA
w9hWkUPtNHVt-nxedjjh8GxLWsZNnHop_3POHc3nEpkz0ug,themit12,33,I,174,122,False,False,False,True,OLg6C8Iv_ABPMEK50uK9MZCNZUntXa9yQnbwDA1gtbZR3apY9aWYKItck09ObrI98DTre-0pBWWLtA
JyzXTsnQS8yv8ly4mKkUDP0G-sEmLltnEQh4HEZcuDwnLB4,wo shi dao cai,165,I,279,257,True,False,False,False,hk54tejkelk4NwVtaWJ_sp-5tN525jGfpCXYtQB0oX6BEncZLZEQKUB_sYEJRkUe6c51XelBxV0VQQ
TXZKmqDJBJRxcYTfPeBGczfZT6UHHd5f6-V22ccgXmyHIsDR9SNNHGoEJQ,Riyul,0,I,54,22,False,False,False,False,HScafVW-Nd3Jq1fKlVH2cWv0nlIDQBDYbKO4rTIfVjjtfvTM1BqRM8Om6HIaBV5QWJ3cq-7h2N0y2Q
M9ZzeealQnHTADtFbZdhBBEpIysPtunuDMey1QosuE7wyCs,non mainstream,237,I,564,545,True,False,False,False,_T4Fb2TcSzQuhc0XUUuh8vkz8ge64qjkerPURU0ade8uIQtALcj4zDgP9TUSvx9FqMCiezMOD3rJ1g
-xys1ykueenD1KAugwB0Elr6-UjNUW3x3xPEna2vJiLtNbA,울 렁,0,I,55,24,False,False,True,False,5zyBsVh8kDbWCAGiZETFI2udceIZqjS9Ul5qukh9wyubIYU6of0CpzGqO_fsNISZ5KOOKWBmbohEvw
7E-f8hqcdkZJunzgQFk7migD2pSbxA87b_3hUYYK3-bGtw,방 교,1,I,177,133,False,False,True,False,7R4SoyfnuVeXJDk47SppzdFqQ9PE5e-bt-BmaPSewXPgzchhFxedjkVeiUmoO-hu1Wp9v-aBQgue2A
vyoO-KdsO6TOVITrjht8lkAHPSoaUjP5qbmjUQiwD_VRBX6sJW9hA904hQ,USER013f970d,113,I,127,90,False,False,True,True,gV-SOIECoQ0fFlthXGsevZ965pG4yqDD4DvgYONID3H3RA6ujvWINCuLGmi2u7kdfnHTBPopgChxKQ
pxYAvOk2gkPFOEehgTFRWczIAY4KvLhdwH9x37Z2Dp44O1U,승준이가 벤다,17,I,249,213,False,False,True,False,l2GMtnOAtrSi4m7YxLi7lw5Ncitm3-yG2YmvmuOcDokAqii46EBLajY0l5hjDPrktnlHOFRxYutn3w
hUpO3gQsyqrkrjSqeymY8YfnuHryjFAvVwKs8VDf83ZPHim7A6JjmddQmQ,zhlwozuiwo,342,I,329,295,True,False,False,False,lZ6WdTbkKop_QXE_1qF2OVv8714C-p86UAKy6fx0tUQz0FgON9eK2k9SgcjsJ4tRCiA70hi-UJqTtA
vhqnkA3UJMKU0P4ct-yjazvYGG1j1756AhkYf8OpEi796YI,테 디 스 틱,291,I,344,325,False,False,True,False,7RA__hktdiIRbrrwMnVS7rvR-OgEHMHW7S_UbWdiWtYXwhfWjngdi1d2qkaXzjkuNfMqUPfHd2zJFA
HEY8_ufeBxB-fhq3beBYs4NNUmwdoaGRihcH-rl_GezHHkU,AF Roast,368,I,990,969,True,False,False,True,_yg4WQVwzcOxCuUjiGPhUtncSNpiWeksy00S3Pkdpez1PyBJWpTwVvfNkAsJWpuY9fW6D5SR-xa89g
KgVsCmX7jN6EAnZBGvq7iP4yzKxtruBZ91Jjv9HFU1qvR1P60V4ebTqqqQ,WJDAKFDJWLFJQEK,51,I,96,62,False,False,False,False,mE_v59K6TXL2OG1MKUTSncbZA8BNqLhiG3tlJ8hzQ9R5svMmqjV9l2nlAXJByEfLUbWek43c9mn4zw
d9S8sfWEjlXJux27JWKdiZP0MIh1zefONiTyRCD3IHXf7jR4Obrlkwsi0g,YESHENRENJING,278,I,158,128,True,False,False,False,t4mRLiUOu5SPKkDeeNQVtztI2kh3a70SY8maqSdET33z-ViPI2G1OgCm5riiqYvJutjIG0GuBCbe-w
jQ-iDq1CCIoRRiyq4Qbhqgv6mNZldCllUXAvj9MtiPC1TnCpiOVZ6DcB-A,새콤달콤 하 다,105,I,189,125,False,False,True,False,-0j7V5ldULuQP2pGM_JGPD54ZTki2agRp76lbCQIN0oMmo9m3JfOlmy9YaXNvQeXGJo_lLmrvEdrBw
Ba4r_OHMie043m2vtnhqs-gZcS99MpMMNh13smfs3-zWbA,AeH,321,I,245,218,True,False,False,False,evGplL8hzcf9Ae3jp0pdPpzR9gKj0gcJ3zdku6-e6QFGkaJuCyljInEVakU6wDHeXQAthuuRMkT3FQ
Rf_4T_tJ5TkgoT_oo3G0gZqnRzwt1BU9ATskDqqVmBgMUg,Relay,37,I,244,239,True,False,False,False,Ps1EQMKlPG3g3sF2f22WlMpzb2gO4BCgqUIYpv8ZPxFtQZi9BWN1_PgNw9cDfGztMXtCegN0Wibjnw
RLrEVzkGr13HlgT_4_SluchLxo676UTESNUUDwB2lxJeEm0,마법의세라고동 ,19,I,160,153,False,False,True,False,rFK5TfRZXtSdxU2jpZ1_2eQykF6ENTtZHm-AFSHfLtisrc1WGiwQYxgPu2ok8zF5-NEdrF-xuSz8ZQ
es_LRYIk7eykH5J80esJ7cddR3Uf-4NrBDzOUjsMWEdMZSZo_5qA_R70vQ,아찔한 소년,107,I,111,85,False,False,False,False,bOLc0OXkHM4S93IkPFr_kIlgxRB17SqdxP-SuPGgqBXF2qOBKmJKEwLACxS0lLQuvFCF42Iqvnzt_A
wMPD3YSijh_EcowCWNv0VBKCKQbn_Ljkk7wR9bPoGTymRD0,통통이2,1,I,128,80,False,False,True,False,53vbJa3RyTkW7fMAtqJePUwo3kCvRtM9Ht1wgJU3wz3Wd-QTlKBlZXsqtk1BWT0npJIg4_1RNHl2oQ
sA5a5nS6amGbU_Nk5bULvjYW0_x97YLAIbYKb6bEiE5E5AA,후잉에에,55,I,171,149,False,False,False,False,_D9Yttfkv-cOnEwZujUwBnxaOGrYi8mprETuHslewHdsnMRI7I0oNYT3khfRLU9VUJn8op2Dl-GY8w
PwoLqhLjpyGHHQNB4IPa4JZ5TdvFW6aBiaTcDbBxPQILQa4,도파도파도파도파,48,I,230,196,False,False,False,False,uc5zCHHlpoUkFmCrO-iLj3EznpO3pDJx3ZRT_6JPG2nnm1KgjlSvZFy59VcJnDU_2pyILq9Il1AVUA
8qw97SCUydoN2ew_MmQt-MLWUSBVEfYmQsFvAprVacvn-FE,road to x,301,I,535,496,True,False,False,True,sKOLTfsqv4lxVAdSlvKuhp_ihUMbWFnuduul9VJdOwzuJL_gRSGVzGW-77W2l7ZA6GYA0yRxxTpuog
2X7zK1F91ejVnN1WJ-_Xzdg7ssddA3B0nCCV7aDrc98pQHc,jiayou2020,280,I,350,271,True,False,False,False,KMUr758dOLx8gY1RcZ-SGYb2dmiXDhUGNVi_FSux_BS3CPfeFmbij3wYkpL0xh1Ic_RN1F8vOF9usw
r_Rrdv8HNW9ErUeoy1Zbj-GwvT-DHzc-4IFSLWsq1lXbcreUuINtM4CaEA,궁 보 닭 정,70,I,174,143,False,False,False,False,Donj6kMWmFFCwcJaas42_sYpNJ710pTacL0UJWCeQxXfCDdG78_W0J17ssgI2O-qUOaIqFLJp0A19A
bLQiqZCJNBaCLzplQTUITeFmLzsB_e9maqq86_fPxdq_JN3A,내가 질퍽이 ,243,I,740,725,False,False,False,False,ndzt-TVH45756JZL561o5su7qOqtcA6NhDplEuwc41ePOYC5gq0kTBNrXgoIR87dJKfRqrcrrV7M0Q
eezSWClf5jzB6heWy1jz46CHXLVJdbrpyOyI2AsSmjl0UX8,경원잉 등장,140,I,346,313,False,False,False,False,b2Te6Sxn7ODynujW80yeDUjFe2zc734Vf1tD98LE7Xyl_9Iiu0rHt4u7t-rEBQKAMGGeJtrtYg9mBw
arpjNpwh_i1yVlvhkSAdY8NVWKNgrrhtZ938VdlZHDxMqsnqmVQ8tFp1Jw,123456d,99,I,252,207,False,False,True,False,6Oh633J5UpQYYqgiThms_9dcL38UJyoDLNYGRwHxL4B92IqwJFTlhj-ZGOyAbVHJB776qW8vEyEDkg
1tOBBoReAx9P3oE3cIsbQ8LA78GGNlZO9Pw47odrwt_P9V6rHZOxcw6dhg,clieu,1,I,56,18,False,False,True,False,ancyXW9EXQECeHtPFDIhzSpDbgjlUTypVc23vm9q5hvnBel3IzsQ3k1GJiqo6MVYsrlSoPElmwmjPw
RWEZuPw9iAB9YOfBKaXy-hEG_b7QaQZCvfftsGkgfMeXTg,wavyonurwave,1,I,388,323,False,False,True,False,qU5YvH1Vb0d6lgkuId6UM9p9cQ0dRdHEqSn6NidwI3uiu4WagxSCs2SGAXEPg1WK0WipP8tFH5zmoA
iNbPL7lPmK5ujIfJyNHE34VPx0dEnZBLdRrLKSQxIl2_PKw,One TWO day zz,30,I,79,74,False,False,True,False,Vh30FiiL3LN-Q3xVVGmbvfANpm2EQBaA_qv-7hk20Ceo3RIGnf5CCdbHh5w1IO7uYt3cSMgawW1mNA
IOgx1N5ronZzyGguEakqnhPAWydP6VfYM_XSY6QLBNC083k,용민친피지컬,141,I,303,260,True,False,False,False,Tg-jsOC5O-ZfLWJ9MHRoIURYXtNZ2VdbnYLqLTdYnezpSIUYb1t4vnPbxYbGFaThHkcqvzy_Iz6JKw
nPbB2S5Z2yb6Ws183GFOcguvSq8xh2uU5ejHP-9wQrLipg,Nice Try Bro,52,I,568,557,False,False,True,False,5XNe65NvX_izY10WRFEDqemxvC7ecYEvLpXt60ArNVkAKQ9PRM4a7TdsRWHhWnY1uYgq0_fXTS4RMg
LSHbgdwxNxOTdpGF834j3J_dO4I9OXHPy6Hm1JTtmbXlnvI,trickier,86,I,180,135,False,False,False,False,4FVUFumqOq-xrQOHZcrcdmGH70eHGoIvocumnVq9k80nEq46LVu-hDRsPZr5dw0P6WA3v-_DxStwbQ
k_2_HftkNcc8AK7E0bemy0ab_h6xW3tAkwVrHS9dkoDgqjE,Bejewel Gangster,1,I,551,537,False,False,True,False,Y9P-s9VhtsdZJmz-Ou1lhltEk2zPJyZbvo-DoU2ydniBA9khTIWyRktFLy-caTZVUFXbwFWz636deA
6LvAlAFk8GK3L2T1gSMuOcA5BDgsnfL24LyhUOiulHHZIFE,코로나공유,155,I,136,79,False,False,True,False,VBeLTsewEeUNVXGZ4n5ysVdnJpmYLFhKlw6iWFAEszMTeNWfnhfu3OYKyJxbFa4rQyf6Vbz8zX5lJw
NoZ1ccsfXfHGopXwhlNUdq_s0APu12oRLjYimP-6_3M3NDs,07년생 무뇌 탑,111,I,900,857,False,False,True,True,j5y6x19z87THVwFTHXlAfPBAtnTd-PDOCy-3lA6O1rg8ARXKPzRMq6NLircoCrwAo_an9tnO-6y5iQ
