summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid
uvpKE_bT9t7isPbCc7JJ4zckU7_X1RV2kCK95HVkPd5vQIQ,Avocadoda,1000,I,561,497,False,False,False,False,pD1trx4hPk7lSJ4vLCcxR_jDg3y9vkLjRhNO9UM7EjAzx54xJlxKBO1nFxjM1fAsSA96Ra_tEixPCg
H_5BpcSlg3DmtgbDhFbNMNx5sp7787aXpm5tUgN6sqJfWq4,어리고싶다,963,I,496,436,False,False,True,False,jv4RN3Xn2jIiT7PqivsO1VdMoYcvJWj5myiNde8x5FoHQBmvY0dUFGgf1SzkACiv50fX1RPrA-FTiQ
kmeiF2SXrsQMSjHC9H1ioZoXIbIw3J4NlucSIDLsu07hOH4,듀오 구글 제드팀,847,I,438,388,True,False,False,False,qaFsA-suIjqh754_toQOq4QmAJh37ZdItZYfIzK5zwdYfxqhSFoXCWDKkyVHOK_rPJ0qgqNWZqGXzA
90YcvcmIUptTLQj4sEpvJtVWoDbymw9Rc-cO_GogBoGtaqoz9G6OVV_-VA,xhr,786,I,175,113,True,False,False,False,cklzDNNesCDZtdArq0qM7ttegPZ6tUAVFNwLURiDcTt2UuhyNTuM4oJ1-9EtThAsr-TLVcnnpUx9dw
ONEIl_34qpS43J1XULjIOEoHoObWRQPenN4gPSC6MoP3yWTFQzPcsUKfSw,세상이 날 억까해,803,I,276,201,False,False,False,False,IacC-YeAcPCNsPbBZNsLbBY_w43BvW5_RoyKlF316o_KJ4EKJau08vzlB_YHskiiXojkEdjZSrt28g
QKboNbw0H2OVKZXlmIB5_luLzYZGSisrLVAfTPDQ08BBgHk,Pnpm,1150,I,242,176,True,False,False,False,7TBvBaQMlsnz8Jm2UIoW4QbIzqZZbIMHmN0-kfqY9o9KQ4yS5rwmpy3YfVu-OPmylZ07rcyFcNEgpw
lL5lBDdgWxmFyNqiN2Yg4oiB-WGk9o-Mmr08hM2cr8twrHE,우주방패,985,I,556,494,True,False,False,True,0mqLylymDrsJgZApgL4qSGTqH_aIM4Pwg0qEG77dVA5iK4RJYXPcUo7TNx2S9ykgD4AtdhcyMqS-Hg
6yKhHQH7nrxqi-Pmi4V4nQKfDO6KLl4sO0CVH-OSSZMXMnecVVXkSzaVgQ,cxzqweasd,843,I,223,174,False,False,False,False,fP8r_nnIoa-N0wNedSVBV2xzQ8es3e2sUxc3OPaHgslNwixOSWay0s3-K7BGRNqM5o32mJcEdxRIoQ
bD_y_qTvhP4yM_8gwnmtv_cJFl6DG2OTeXJT7BNvr3P02ZI,BRO TaNa,639,I,917,864,True,False,False,False,PAyxQa61eDM6VsKWQS6N7bCZvaLrLEO9GymOpDnsFeb94JO-QGb-NgiIDYDT4gQ9mryQheIPOL0Bkw
YxlgPJKlVBdkaeuZwT8fLWBfaCE8qnWb-dWSIVZ-xtHLTTk,BRO Yaharong,887,I,1578,1514,True,False,False,False,hpjDZkaEUDK2lVo3nuIq45Qdd4sBV_xWfC9_d65UztuXaJvnOVrxRKomOi7UBuN4NB3m-sXjEFqciA
1v9MfBrApNofnkH2RlggbhBaItx8vwXTZ9X3ctJRHYIhubI,xinren,850,I,333,288,True,False,False,False,XwYfqfBQMUePbUnQQXm5Rd_4YtGksW04xNwq0f09CJ4MBXzKMTn2QFzlfPV3BBgD-05fVdN4Stn0CA
P4OtGHKcAw8PYtNhwtV6Y8Ic8S9BJx0VdmK8_NBI8xNFrfE,디알엑스 baby,863,I,533,473,False,False,True,False,H__vmmzHTd5mH8m6crl4b_-Mu3NWIYb7NxT2jv13Yz-q-z-i7IJTKh1gST2XKMEpzD4oBQNwDexErQ
0PcIyR4liHt97l3fl53ixuXBUYlQq3BfVEeiWNS2xK80sWhC,듀오강의코코팀,857,I,166,99,False,False,False,False,ohTAJCcj_x-PuHnDsWIMWRqJE5r6XCbakfU1eAZ7sQgRh0RfX51BAQiqu_VZ99J0b36wemu98ywZVQ
BCLJL6djGWOKMchJLLrDYUymtZg-FC-aP_4_Ub4q3DqqmyE,으라차차으라차차,1021,I,168,101,False,False,False,False,WOYBOh633Ddj3KIuTp1wX3IzR0AIj_-ta562fL_9i5Ma9qgx_sHS3QaqYHzAg7W-1bZJL4IhgdpJKg
crsXHrUny2Qz9plNonRvslm-So814w_0bJBqpkTEYZkYnbg,한영원,1149,I,327,247,True,False,False,False,bPXhh5_rf6Cmt0t-215hZh24T_Ffpw-yTCF7v5JQhem6bwf7H8FEOvQBxghis9IuPd1ctrGWKPkrAg
I6pRo3g1r1ujkE_GPIE5VyjByYTAqApELFpMx5cCNRk4I5U,하나둘둘셋셋셋,815,I,474,429,False,False,False,True,e6ENfu0HTqck299KfhsxxssqW3YfUhmFUQqXv-53BESN_bw4CiRtFY3XpHNdWEoCUU-4ndPqUhocDw
_jPRj_1tcI_FkZ4Y-ROCprUZs1-ISC40LVNPge-g30s7nA,시부야카논사랑해,824,I,608,545,False,False,False,False,IDjKj6XKJh0BVTh412zO8uPu3wTEbR00l2xi87qnr2qErzJxUIhz1FBN_x-N7baz7ulYOATIltBRPA
q4rfAgsyLS83uA-GgnuDKIapYWKT3VRd4x-4XvsvSwoS-m1FULkbX7RZ5g,byz,773,I,445,369,False,False,True,False,BbzsNi2EypwHPRvDwvJK7uO-i5xUmwD-kFuxL6CDkK-va_VmMRR4yJVtRx34SgCF28RXigtXU5FVjQ
KKraUTwutUJjtzzOz3sOQ707I2v_rsws1wlU2LGzbSgHwGE,나는 준일하다,1273,I,336,265,True,False,False,False,K5zREtrmdSXTDHx8p2Mp_aIK5ue4Bf2vvkJXteEdaFjcAPfpCKxdlfpV0r_kWIKVs4uhcqm_-iw84w
tZfiEoOhTiizXgQQFY-CMRK5MN3m_h0pBghhxgCbRs_D24U,Lehends,1159,I,687,613,True,False,False,False,CRdhJM2F2pGKCTAt-o9SEAsnYmSu6k4HpNalqnAhcmXQVFbVE91nPp9DB6iYoyr67BMrCxx19f5Q8g
GZD8rYkWG_IEIvsQvOE5b4H9T_QXj4TDpwWa0nEfIWGLFSED0teMUJx07A,구글 검색 제드팀,1012,I,256,190,False,False,False,False,dY_Yxezq0ap16Nom_hcHa9-Rg0k1L_GNWYDP8OXy4Z44B5NDYM2_wCUHAR3vUpSmbtwudt3k2s75YA
JqhOB4nh9UHzh1nGhwGJCy-eQxGGbR1b4GlmwmeqZwtf9sJyl4u3BtNOBg,홀플레인,814,I,382,313,False,False,False,False,Ua6-ULzWrNqUx3hTCTqrbkvPvmPfAMDP72M9qskuUDr4aeiux61UBDkAEije45cKeBMRgTi9tOmZBg
hpgUMkGDU0dA5qj4lXGcDSskc75PfeoSKTvqrEMDwLkUhCA,yyyyyzyyy,1018,I,456,388,False,False,False,False,X2S_MTm3TSbp6IWg76US9xrIeC-WWEMCU03sJDbTimg_cd--QYth3FlI8wPiw4g5e3MMosxuu9y8gQ
F4T6QG1BEGewDD8SHbAAcTxKWkIRKEQ-GvkV_BZpJCBMM0c,concesslon,1034,I,437,368,True,False,False,False,CMmIFuFqrl5oUoYD7F_hoH2FrTx_6ejelU5lK0xEckjyYoBx_EzdYK0QsC2iTKrABPip1FcZDYn8wQ
HVHXRSDV2X6uPY4Doh2dDEQlXARPuDwk5M74PnRGmYUhcuA,szygszn,880,I,880,811,True,False,False,True,3nz69iXkMrmnu2Djeh1UoS3s0QOpwuUBgr4h3h8OZpLFocURN2DX2ZUPwsnPYIxVDyrNIQle-EUDaQ
q05SclXkemsqX3XT4sXPOh9Jd7NHR4S3g42cNYLw1yee8ck,Pz ZZang,1147,I,273,209,True,False,False,False,EBMB8888JjAlS9hxHYJmRgc2-A-qAGVl4gMQTqwpzvr37i1fdpO6RaszQSIUeJ7JZs38pClMJ6838w
tfXlrXzT73d4o6M828lV2G_wtW8igJD26Ul-_LZPePFOzYkJ2yxLct182w,Slayder,780,I,1417,1351,False,False,True,False,e_iBG542HHoIISojYjNRXL5RHvbU1peDInd8Hd8bCP_Q1KuIqIivgDz_O9oqYXWHQjFbkWRseK3qxQ
