leagueId,queueType,tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,miniSeries,puuid
25ecbd3e-8ac4-4d46-ae23-11af46f47857,RANKED_SOLO_5x5,DIAMOND,I,ZArtZUPJP8oYfSUNipFqsvlYePShLAHbe09q1GF_9NcJUgc,설 연,29,42,27,False,False,False,True,,LLkZbGdLNK1_chWGrVu9QZegzgRLd5Nj6Xrw_drzRNB31XwDOZ9AYOutuvQXBRZ6Xehg-IOFtfwuoA
1ea7b93a-877f-4fcf-b21e-5c90657d879c,RANKED_SOLO_5x5,DIAMOND,I,bWWuVDrUeiRgCYTYfJDptOv3MWaqYVeQKc5pRHzrBts73XA,렉사O1,47,489,473,False,False,False,False,,zAyrfz2HSctUsQeGcCdDkMJmkDqhfwTNUa9p00JAatoTcbfWMQgAA1SnRFy2Mfyju69RKNZTNC9vNw
53fc415e-b961-4f32-bef9-5fb4d942a62f,RANKED_SOLO_5x5,DIAMOND,I,yBTVh3-N63Rykk7p8piiQcgTBs1J2H8yjwUWqb1YtcefHcI,무언가해야할나이,81,199,159,False,False,False,False,,CE8eYexMTPL7OBirYXfULxzTzfPUYdm2TXd2kXC7Z0XY2d4HJ0zZtl0DX4DZDr_8-YxMh1hwyZdjqQ
c03fb82b-65e2-41a9-b912-005731a6b437,RANKED_SOLO_5x5,DIAMOND,I,TQaE0HNmT-VPo_u_ko-K_wg1LJNQ8O-pMo4Oz7J8l5gdbw,자비란없소,23,91,92,False,False,False,False,,LGtFJ56Cs0r7nBhn9feHfNBclXiU6hfo5SBALKgjStU5_KKuCon_gAC2VlQ8-Dm6J7CnXhBZI8Uotw
7a0dada1-1e79-4648-bde4-8a64a0ae25a6,RANKED_SOLO_5x5,DIAMOND,I,nt4cIKSM1yvv7TQQ5qEkT4v4x-bwzvt1FphSA0zB0nHyyXc,언제나 활기찬,1,123,113,False,False,False,False,,xWlRnpxUwpTdsNLsACQ1G3J8_37WvE-vEH0x54gT00SKjBEi7Y3j6TX0xJoAC4I5wtshDpoel3jwDw
28cff90b-6112-4818-a00d-606ed24e9352,RANKED_SOLO_5x5,DIAMOND,I,eAAdbfVqTI_LLBmlI2DJVgoR0S-SLzuHV-PKr2Gj8sKggNY,우번개,8,318,316,False,False,False,True,,9KGmDkyHidD7CY_ojsZaAJ3VbLWoziJvqqR56p8qPRyaUK7mgA5oANoDXUAnpNLQ_eaJ0sCojAKCVA
a115c707-81ab-4ca2-8d20-d8032dfabe6a,RANKED_SOLO_5x5,DIAMOND,I,5MhkZ3UdkpiWIGwiQdaYkMe-8mO9H6Hkp03_Vh4r0QfmQ8E,Afreeca Sangho,100,48,41,False,False,False,False,"{'target': 3, 'wins': 0, 'losses': 0, 'progress': 'NNNNN'}",o9yOkk3m61bekxgjUuor42Pdifv6ZxN44eJeza3p6CN575_X-9TK0iqbOuJfuDbdy1QCPn0Ac3t8oA
b263dbdd-baed-4ae1-928b-b78ffbc15c09,RANKED_SOLO_5x5,DIAMOND,I,ZpWcQTxAMKTLF1AZJ5SVI1jIXjuKjItEVHbYe5P2l3c_GNg,밤 비,100,155,109,False,False,False,False,"{'target': 3, 'wins': 1, 'losses': 2, 'progress': 'LLWNN'}",sxHXUM7Fit9NwBrqjDyxMP0GeQ2wg_jR7uR7dkOmV9ovH_eix9Xe5XX2ZG0lpTrI8-BQlCT3AlFH-Q
e75ab785-185c-4792-968f-286a02b7734c,RANKED_SOLO_5x5,DIAMOND,I,XFVoQFWQUkuj1SF8knFZLfd87wKKES4UmYI6QVsIcR2uhmY,기 혁,37,689,689,False,False,False,False,,Pb2rhNRFxAYksgzocclI9wqGZglBbz8xry-oPyp_QxD_220GUUulPDLaleVOywy6WHIZzL3-Pn4KoQ
6dcbac67-ab3c-45f3-b2c7-23c2ae9bb4a8,RANKED_SOLO_5x5,DIAMOND,I,9eJAKXduv7R5ixUCaBgBabCEf_aodAsFfExbWVL1zhilCvY,이지훈의 주인,0,230,229,False,False,False,False,,lrI2A4Y7IkNppMJXP6tH3aqBwiGIHjgnDW9iBDJ6AG6bTjmBkyE38tE98Xv2lVU6LUrTu3xyG8rgsw
61e7d906-6cf1-4ccf-ba8b-a40c686856f7,RANKED_SOLO_5x5,DIAMOND,I,RPgagaOqhx5OiW5ibtrlBvxtrx7Fxuq7W5r8EhbM81zZjw,한화투자증권우,13,369,339,False,False,False,True,,Q3VqAtEwedIBT3pDDZsPba_g4xg1vwpB0d8CXAxe4fvfNe1oqxiV19ePBBESdZvvF5vvz4lgIL_HDQ
2cd2950c-6807-404d-9498-901f5c4de40f,RANKED_SOLO_5x5,DIAMOND,I,L5n1x3ZCELH1bI1aSvxHrfZwkYeMynji8hwCGCIahh168Dc,쭈쭈환,18,174,173,False,False,False,False,,KfQFAqtpox1fFRwNlWYZYV6xA8HelcG6-rf4zZnUN5Wj2uXgfQvvj4sef1eltWLTL3UWlfFkL2iFHQ
78102c1b-0f21-4e86-917b-3ce838763af2,RANKED_SOLO_5x5,DIAMOND,I,NRWFH9jyy-J28cpo_G84e3pd-Upp8kNzdVVPOFuAj_B360g,언덕위의 힐다,20,468,429,False,False,False,False,,qu1x-79jimspKMQJIrad9vMb8f9HykYpxIAuyWJ_SqmlVB8pNW7oQF-WZuI8dRrzmnolU4mTYV9uAA
325f03af-950a-474d-8147-66eaa5a4c293,RANKED_SOLO_5x5,DIAMOND,I,sBt9jzEK-1QAMlK-x30bxFV_Ju2WvhTrevKMFkiNHVBHJiY,Hunjeong,91,132,109,False,False,False,True,,7CRGcqZvrTiphgQhHtTXSYPsEfXDauOtC3e16fQhlduqOCFfHNbAtbJEtKnkt_cxgM1YF5uEFKKpig
6d3c7e83-085c-4d79-b177-d666754f3cd3,RANKED_SOLO_5x5,DIAMOND,I,4QWt3LlZHY0uWd2AVgNKp-z-T4MQX7ib3_rKpm-hP3nb2SE,허니버터 코딱지,15,224,199,False,False,False,False,,Th74Opm3xelzgsS1Ca2xyn2-caxXhquj_2RU1iPrB56-S7NFCFZPoAdqeeSm4LKRqKWUCI4v1MK4Rg
43f2a945-8c5a-46fb-b87d-52e51c283551,RANKED_SOLO_5x5,DIAMOND,I,QuYjmOSe293Ia9NbIRQnXzeI9RMf3_7DKFlmscOW4Hrx9nE,정신질환유해게임,14,123,99,False,False,False,False,,b8e84xNfZVcb909azuR2QXVwAPbHEienibzTGwgaRlXAdg8c4zHLgVMg3eqeIPArGdyPxPGFtEQymA
3e3b06c2-e385-4b52-b694-f0c5cf93b027,RANKED_SOLO_5x5,DIAMOND,I,1a2tD0qykLZpONGjj0oeu7wqtr-Ly5hMHjTZvfrwYuhdSx8,DoDi,56,399,340,False,False,True,False,,tYggmsDc24HvXGbXQdhHfw3fYUydwxhT8YObzIZVSQ9vWEVnWuxVY-z4QESx8IvEyKUilzPqLOWkkg
93ae6cee-ddd4-4ebd-bcbd-31afaf2e1eaa,RANKED_SOLO_5x5,DIAMOND,I,jN6z2MDaGJg_O7pXgKWz1ln1Lvkt8_Me5pDzUO3Txg3QG2M,팀을믿어깐부잖아,63,651,571,False,False,False,True,,DIOZJkFL9DjPxyVpD7J7NXEGPou48CZqQVGZ8osUtyJu7Vm8DxhQT9ZFFFlexdhz68mxysWoJQ9yOw
6bd15d59-c5da-4ed2-868c-75a0a77cf6dc,RANKED_SOLO_5x5,DIAMOND,I,Qx0x1lR-tSWIn6SDuki7KSwlojcXBuyKktb5g2-NS39lNVQ,자 핀,46,371,347,False,False,False,True,,ar17sabsn_F0ps86GX8dxAwqLVR-AuQl6q1oVgb1RZp7wZzcPgiLWKDIdXp2G1u_kmEDZNHWwK5yDw
6e97670e-d418-46ed-b5f7-8ece62c81bf9,RANKED_SOLO_5x5,DIAMOND,I,jdImv8sUgpk2hnm406ThdA7btaLJwVtb8FPJHGbJg9nEgg4,qfu,75,232,210,False,False,False,False,,IF948qnNjFmXKfYKMqJOdFdX2tjcjpBGSLGOOMROpUCYHWiiPiKbEPZZF0e3q1qPECuCQRQUSsKCRw
c0c951d9-663f-42f6-bbf9-bce723a8d0fe,RANKED_SOLO_5x5,DIAMOND,I,fVIO4TLpL4vu3l1cCX-zWx-JX7wyE5RW7O62ebYmlvjvd5s,거울치료법,75,298,285,False,False,False,False,,S2LgYz0qwtFyVf6EZU3DRmnW4HOtVEM7T7semR0D9ao3imoKx0wZrnbtk_oUjM26Ac1aKCVMeuk2mQ
df36ae52-281e-4ea3-850a-29a7adbb0a7e,RANKED_SOLO_5x5,DIAMOND,I,Sg_50Qc2pg-vLwG7ecUiFXUqXGWAVzbPWh4v3YqZHnddq1A,팀원촤이,13,313,229,False,False,False,False,,ryCImyI39dzUVwNOgOcPBtozySb9Qqx2XWzKqOgqq2lZqWseUVw0AG3Vmwd8Uz9xrXIyzsrLzX0n_A
8dacfacf-8b36-4c2a-903a-190cf0ace0ef,RANKED_SOLO_5x5,DIAMOND,I,BWdxGCMhRpb-poTgmLZk9sCfWH15h08_jqF228hdO-pHX04,Eva Na,84,36,12,False,False,False,True,,vIGzJ7S6QaGAqp_1zZ7HoVQTLXS4JeUpXGtde71nTTxCHp8pFmCIvf4-2kxyqfAqKAPmrsCnlDARPQ
5355edec-77a4-40d8-b556-00522c1b28c9,RANKED_SOLO_5x5,DIAMOND,I,XFod_J_IHYDTLR0OIrpgxPI8i_7D6JAP4TnIAALsEyjH9ho,정글 버스라인,64,95,90,False,False,False,True,,2HLdgdPz4PBby0JrM2ydB42ZpyKV6-DQnJDPlJbhnMkUXFnV2xuRn0JXG8xVJBU4bYI6bTbhuH-L6Q
8ce7f33e-7a64-454f-85b7-7100bca0f59d,RANKED_SOLO_5x5,DIAMOND,I,czw0skC9jlbF17mxH7fieFq1zuvwvUGjEhbCQyxfmGtYTRw,군 뽕,75,63,30,False,False,False,True,,eqwZPvx2AWyw4B-8kp5_MOAt7IzX7aLeXO9X2ssSNn3q6WgzP2szf9OYcFRXhbjfsS4g3RFtMcjadw
3a9a5328-1ede-4abe-b3fb-1ebb7447bc20,RANKED_SOLO_5x5,DIAMOND,I,NFoawNVksNZ7_YR8VK2dXUJj4GgvxqAAnd3mbupaoEiqX5M,2003 11 25,83,271,235,False,False,False,False,,CTHEwyEYqtivEaGOmECddbPo7JtmlkpxnTHQp4hUr0yEjkHzS4rrUULdjnP5wMCXubib7wqgcwU9Tw
3277cb52-d0a5-43ad-ae26-e9e863d6e4fd,RANKED_SOLO_5x5,DIAMOND,I,CHHBebcwUdR5VQ0MWpXqFGCPNY4mwSN95YXWhWiHL0Ywvrg,드랜드,1,277,235,False,False,False,False,,RMHQ57MoJZs0MHtFf5Ovbb28gomiBGjnhiaZ7GYcKgcxUm__t2-jtony1cQ11pArDKBxOYcnpwjXjA
f0a4c771-fc30-43c9-90fb-1d31bbe4304d,RANKED_SOLO_5x5,DIAMOND,I,ZRxYBKiY3A4gVlhqzw4L86VJKZb1xApoY-zl4ZJBab5aojo,Seong민2,0,203,164,False,False,False,False,,sGn2X6xMNGuuR7OYa5F7WRMsd0cRE3loUW43ue6nFxWQKHR2VNY0Qe7-4TNHH7KAUzNWKYVTp0qJKg
397ab7c2-47d4-43d6-b628-bee6b2fb1f50,RANKED_SOLO_5x5,DIAMOND,I,5Ne4mpv4ay_Czfi70y8Eun14zvnGQletXx1WgVnuT0Pe2Vg,weishemezheyang,39,315,296,False,False,False,False,,WiYdAS-Q7XXKEw22xtgj4ENH1FFRev26rGFYug4AiNJt2-kzqJ2zvGBHMCijSiD9H-bORv1cpI3YtA
5b616eb7-ac24-4358-a1f1-3b42cd617144,RANKED_SOLO_5x5,DIAMOND,I,afOVon-5QXrJ9p4CraxqSR273P2san1DppNaxh_ZOWsLTTc,종 규 ,12,193,109,False,False,False,False,,V7fk_HeCb69Vtcyph49P4LPBNRADcX0cmqFHB5Io_dUYnHvUrrPt961xOydSAc74QW-LFiCR0hopIw
fae0f052-99e9-4d74-808d-5c571430b4af,RANKED_SOLO_5x5,DIAMOND,I,Tky2EIAqE95eoQvEwTaTcb-4oSDGYCwvhYptaOSln7nX5rE,감우지,62,206,165,False,False,False,False,,M1QqiIb33b-m567noDoZle7CX74RUW0XN6qCoiUzVK8THJBoSq1Wr-0l2kcO0wBbIbr2LkWOlnUUog
